unique_id/0,unique_id/1,asin,product_name,product_type/0,product_type/1,helpful,rating,title,date,reviewer,reviewer_location,review_text
0553266462:don't_be_fooled:d._l._alpaugh,446878,0553266462,How to Raise Your Self-Esteem: The Proven Action-Oriented Approach to Greater Self-Respect and Self-Confidence: Books: Nathaniel Branden,books,books,30 of 35,1.0,Don't be fooled,"August 30, 2005",D. L. Alpaugh,,"The sub-title of this book is very misleading. It does not contain ""an action-oriented approach"" to raising your self-esteem - unless you count sitting down with pen and paper as an action. The book is centered on sentence completion exercises where you write the beginning of a sentence at the top of a page (""One of the things I dislike about myself is..."", ""One of my emotions I have trouble accepting is..."") and then complete the sentence with whatever comes to mind. For some unexplained reason each sentence requires its own sheet of paper; and there are a lot of them, so be prepared to go through a lot of paper.

Sure, completing sentences technically counts as an ""action"". But if you're like me, ""action-oriented"" implies some sort of cognitive-behavioral therapy that gives you exercises to go out and do in the world, not sitting alone and writing out your thoughts. For someone with social anxiety the last thing I needed was more solitary introspection.

Branden gives examples of breakthroughs that his patients had doing sentence completion with him in therapy; but alas, the practice helped me in no way. Your mileage may vary, but I wouldn't recommend this book to anyone"
1887178031:preaching_to_the_choir?:a._ross,448084,1887178031,Another Turn of the Crank: Essays: Books: Wendell Berry,books,books,,2.0,Preaching to the Choir?,"January 21, 2005",A. Ross,"Washington, DC","I'd never read Berry before, but as far as I can tell, this brief collection of six essays and lectures sticks to familiar territory. However, it's probably not the best entry point for people who are newcomers to his realm. There are two related problems with the book: one of presentation, and one of tone. The problem with presentation is that the pieces are so short that there's no room for specifics. So, while one might be more or less in accord with the broad strokes of Berry's vision, there's no detail to back it all up. The problem with tone is that from the very first page the reader feels like they are being lectured at. Of course, some of the pieces are lectures, but there's a certain condescension that runs throughout the book. It comes out when Berry uses certain words such as the three As of ""appropriate"", ""authentic"" and ""adequate"". When these are used ( as they often are), there he's obviously made some kind of value judgment, but the reader is never let in on it. The end result of the two flaws is that the reader feels like a hectoring argument is being made without any supporting logic -- which ultimately smacks of preaching to the choir.

Which is unfortunate, since I tend to agree with Berry on a lot of things (though not his anti-abortion stance). Small farms are good, agribusiness is bad, stewardship of the land is good, extraction industries are bad, treating the body as an organic whole is good, and things of that nature. Alas, he has a tendency of making sweeping assertions and accusations that are far too simplistic and shrill to be useful. Two examples from the first 15 pages will suffice to illustrate: ""This is a world in which the cultures that preserve nature and rural life will simply be disallowed."" and ""Communists and capitalists are alike in their contempt for country people, country life, and country places.""

Berry also succumbs to the trick of creating straw men to counter his theses. For example, in one essay, he claims that conservationists are people who want to simply preserve land in a pristine, untouched state, and that's all. While there are certainly some conservationists who feel that way, they are a small minority of a a much larger community who actually is in almost total accord with Berry's views on stewardship and land use. It certainly doesn't help matters that his view of small-scale farming appears to be heavily tinted with rose-colored glasses. His claims that modern agribusinesses has rendered the small farm economically unviable sounds like a reasonable proposition. However, it ignores the fact that, historically, small scale farming ran on the thinnest of margins, was subject to all kind of external instability (weather, vermin, etc.), and operated on only slightly better than a subsistence level. In farming, cash is scarce, that's why people abandoned it in droves whenever the opportunity presented itself, such as in WWII, when all those defense-industry factories were opened in California. (Of course, in Berry's vision, you don't really need cash, because you barter for everything you need from your neighbors.)

Berry's exhortations to create small-scale communities is worthy stuff, and even in cities people are creating this. The growth of CSAs, farmers markets, and the like in the past decade is a tangible indicator of this. However, to achieve the large scale results Berry seeks requires a more rigorous roadmap than what is provided in this slim collection"
0385338279:awesomely_bad:j._bergin,449256,0385338279,Toxic Bachelors: Books: Danielle Steel,books,books,1 of 1,1.0,Awesomely bad,"October 16, 2006",J. Bergin,North Carolina,"I have never been a fan of Danielle Steel's books and have only read a couple in my lifetime, and those many years ago.  I'm not sure what motivated me to pick up Toxic Bachelors -- extreme boredom? insanity? -- but I slogged through it last night and have to say that it confirmed all my bad impressions of this writer's work.  Actually, I think I was a little surprised by how awesomely bad it was.  The writing was completely repetitive and superficial, and I rather felt that I was reading a treatment for a novel rather than the novel itself.  It read like a poor book report:  ""...and then he did this, and then he did this, and after that he did this, and then he laughed.""  We are TOLD that the bachelors -- who struck me as commitment-phobic, a little neurotic, and fairly immature despite their (middle) age, but not necessarily toxic -- are decent, likable guys, but we never really see too much proof of that.  When the ""proof"" does come, it's so ham-handed as to be laughable:  Charlie's eyes well up with tears when he meets a young girl who was abused by her mother, and so we know that he truly does have a loving and compassionate soul and untold complexities to his character.  Yeahsurerightwhatever.  Most of the story is told through narration, with little bits and pieces of ho-hum dialogue.  The author adopted a third-person point of view, but there's certainly nothing omniscient about it, and the reader is never sucked into the head of one of these characters.  Throughout the book they remain about as interesting and dimensional as paper dolls, and their interactions with one another always struck me as being fairly unbelievable.  THIS is how men behave and relate to one another?  I find that hard to believe, considering that none of the men I know run around telling each other how much they love one another and how important they are to each other.

I liked the female characters of the book initially.  They all seemed to be strong, capable, independent and emotionally healthy women.  But my opinion of each diminished greatly toward the end of the book, as each woman seemed all too willing to disregard her personal boundaries and put up with extreme schmuckiness from her man.  And the conflicts Steel generated amongst the couples seemed ridiculous:  mountains out of molehills.  For instance, Gray, the 50-year-old artist who has always been phobic about family, refuses to meet the ADULT children of the woman he's been with for several months and whom he claims to love.  Nevermind the fact that he's known about the ADULT children since the very beginning.  Nevermind the fact that the ADULT children live in England and Italy, while Gray and Sylvia are New Yorkers.  Nevermind the fact that they have their own lives and are independent, self-sufficient ADULTS who maintain their relationship with their mother through frequent phone calls and less frequent face-to-face visits.  Evidently Gray can't see beyond the fact that they are ""kids"" and therefore ""family"" and therefore not to be tolerated.  Sorry, but whatever sympathy I'd developed for Gray by this point disappeared altogether when confronted by this monstrous display of immaturity.  Dump the weenie, Sylvia.  You can do better.  The other two guys had similar displays of gross ridiculousness, and of course everything was wrapped up magically, with sudden capitulation, as if the men had just suddenly come to their senses.

Considering what little time and effort was spent on these characters, their conflicts and resolution, I have to wonder why Steel even bothered writing this book.  And why I bothered reading i"
"0843953802:this_is_not_a_computer_crime_novel!!!:u2pop_""u2pop""",451120,0843953802,Nowhere to Run: Books: Christopher Belton,books,books,,1.0,THIS IS NOT A COMPUTER CRIME NOVEL!!!,"January 12, 2005","U2pop ""u2pop""",Atlanta,"Despite the description and synopsis on the books cover this is NOT a computer crime novel. In fact with the exception of about 20 pages total the novel quickly looses its snazzy cyber crime appeal. In the first few pages we're introduced to a dark haired female hacker but just as quickly she's gone and the book spirals into Japanese gangs, corrupt police, horribly bland and indistinguishable characters, and it just sucks from then on out. The story is good albeit incorrectly marketed. The characters however have no identity! They all sound the same, with the exception of the Japanese characters. Sadly the book lacks serious writing talent, very little character development, on what could've been a good story. One positive note perhaps is that the descriptions of Japanese culture, etc. are really good. Perhaps this is due to the authors departure many years before from England to Japan. My advice: spend some time abroad again"
0060005726:nothing_new_here:miller_b._arbutine,451973,0060005726,Play Poker Like the Pros: Books: Phil Hellmuth,books,books,1 of 1,2.0,Nothing New Here,"July 19, 2006",Miller B. Arbutine,Tampa Bay Florida,"I have read a bunch of poker books and play regularly.  There are a lot of good books out there, Dan Harrington's the very best, but this isnt one of them.  Too much ego here and not enough helpful information"
0060628472:can't_recommend_this_book:avid_reader,452083,0060628472,Prayers from the Heart: Books: Richard J. Foster,books,books,1 of 2,1.0,Can't recommend this book,"August 20, 2005",Avid Reader,TN,"I was so disappointed in this book. I don't find a closeness to God in the pages. Instead it seems intellectual. It contains beautiful sounding prayers that are more like poetry than speaking with God face to face. Even though it contains prayers from across the ages it seems to keep me distant from the personal God I seek. And though the author's prayers are included too, I feel the same about them. I expected more from Richard J. Foster"
0451460774:laughing_all_the_way_to_the_bank!!:thomas_newell,458449,0451460774,The Protector's War: Books: S. M. Stirling,books,books,1 of 2,1.0,Laughing all the way to the bank!!,"November 8, 2006",Thomas Newell,,"""Ha ha ha hah ha hah!""  That's Stirling laughing all the way to the bank.  Or at least I hope that's what he is doing.  But sadly I suspect he more likely feels his Wiccan/SCA/DnD-infused vision of a post-apocalyptic society is a reasonable, nay, likely path we'll follow should selective physical laws break down.  Quick!  Stop me!  I feel the need to wave my sword, sing a Gaelic song, and break out my cauldron!  The genre requires we make a leap of faith.  And as a fan of the genre, I do so willingly.  But having made the leap, it is annoying at best to be forced through this ""Tolkein as faith"" drivel.  But as I will likely read the entire series (remember, I love the genre) I have to hope that Stirling leans towards the ""thanks for the buck buddy"" and is himself laughing at us all.  But a picture is worth a thousand words and his mug on the inside cover tells me he believes this nonsense!

My recommendation?  Read the book.  Laugh a bit.  Maybe laugh a lot. But do this with the library's copy, not one you paid for"
"0816016631:titles_are_deceiving:wendy_""littlejman""",462199,0816016631,"Your Gifted Child: How to Recognize and Develop the Special Talents in Your Child from Birth to Age Seven: Books: Joan Franklin Smutny,Kathleen Veenker,Stephen Veenker",books,books,4 of 10,2.0,Titles are deceiving,"April 9, 2000","Wendy ""littlejman""","pennsylvania, usa","Book contains many useful lists / charts / comparisons to define giftedness.  Many helpful hints about raising a gifted child.  Main criticism is that the book is more about raising children in general -- and  may push those with And quot;normalAnd quot; kids into thinking they have gifted  ones and down that track -- when they should not. Gifted kids are the  exception, not the norm as this book makes it seem"
"0764575937:average_information_with_zero_""wow""_factor:s._albers",462615,0764575937,Excel Sales Forecasting For Dummies(r): Books: Conrad Carlberg,books,books,3 of 6,2.0,"Average Information with Zero ""WOW"" Factor","August 30, 2005",S. Albers,,"I was expecting new and interesting ideas from this book, but was disappointed.  If you truly have no idea how to find a sales baseline for your business or don't know how to track trends, this book is for you.  If you are like me (you know the basics but were trying to find a more thorough approach), I wouldn't buy the book"
0895265648:senatorial_privilege:zed_franklin,463427,0895265648,Senatorial Privilege: The Chappaquiddick Cover-up: Books: Leo Damore,books,books,3 of 228,1.0,Senatorial Privilege,"December 17, 2002",Zed Franklin,TX,"You can breeze through this book in under an hour -- I just did. While it makes for a suspenseful, albeit entertaining, account of what happened that infamous night, Damore relies too heavily on witnesses' accounts and police remarks (often little more than Kennedy bashing). By now, most of us can accept the facts: that EMK drank way too much and drove off a bridge, subsequently leading to tragedy. DUI accidents happen every day, chillingly often to average people. The fact that this happened to one of the greatest Senators in the history of the United States only reaffirms this. .."
"0140231757:only_for_renaissance_scholars...:kiley_s._spade_""clayqueen""",465207,0140231757,"Leonardo: The Artist and the Man: Books: Serge  Bramly,Leonardo Da Vinci,Sian  Reynolds",books,books,3 of 3,1.0,Only for Renaissance scholars...,"April 17, 2004","Kiley S. Spade ""clayqueen""","Detroit, MI","I forced myself to finish this book before I reviewed it, and being through with it now, I feel as though I've learned very little.  I had so many problems with this book, or rather the way of writing, mostly stemming from the completely pompous arrogance of the author, that this was a difficult read.  In his defense, he is, in MOST things, very thorough.  My main and overwhelming problem with this book was that the author was arrogant enough to believe that he could relay what Leonardo was (or as he sometimes put it And quot;must have beenAnd quot;) thinking or feeling.  While I give Mr. Bramly credit as a man very much versed in his subject, in my opinion, that still gives him no right to use what I understood to be a faithful biography as a place to put forward his own views.  Since he himself stresses that Leonardo's famous notebooks contain little to no personal thoughts or feelings, he has no basis for those statements and they are only his overconfident postulations.  In the instances that there is a controversy over some area of Leonardo's life, the author is very good about stating that there is a dispute regarding the matter, but only puts forward his OWN opinion, and his reasons why he believes what he does, without explaining the opposite side of the matter.  In this manner, he forces his thoughts on the reader without leaving them any choice in the matter.  Sentences beginning with And quot;I thinkAnd quot; or And quot;In my viewAnd quot; are not uncommon.  He also makes certain assumptions about the reader, referring often to other artists' works with the assumption that the reader is as knowledgeable as he is about them.  Also, he occasionally goes into great detail regarding a painting or drawing of Leonardo's, often drawing attention to coloring or texture, without ever showing it, though the book has many drawings and paintings throughout.  The author is an undoubtedly intelligent, well-learned man, very erudite where Leonardo da Vinci is concerned, but entirely overbearing in his writing.  Overall, unless you are well versed in the Renaissance artists and don't mind being pulled out of a book by the author's VIEWS, then I would HIGHLY suggest staying away from this one"
"1593978987:what's_so_good_about_this_author....:john_q._public_television_""pbs_supporter""",465329,1593978987,"Twelve Sharp (Stephanie Plum Novels (Audio)): Books: Janet Evanovich,Lorelei King",books,books,1 of 3,1.0,What's so good about this author....,"November 19, 2006","John Q. Public Television ""PBS supporter""",USA,"It's a long read, the characters are boring, and the ending makes no sense at all.  It is neither funny nor thrilling. It's just plain dull"
0787955477:absolute_crap...:jay_a._lobb,466691,0787955477,"Leading with Soul: An Uncommon Journey of Spirit, New And  Revised: Books: Lee G. Bolman,Terrence E. Deal",books,books,1 of 2,1.0,Absolute crap...,"March 27, 2006",Jay A. Lobb,,"I had to read this book as part of a Masters-Level class on organizational management. I would offer it up for sale, but I intend to burn it when class is over.  Unless you want to read a book written by people who are SO MUCH BETTER THAN YOU ARE (he said with an extra helping of sarcasm), do yourself a favor and skip this book.  It a bunch of religous, self-righteous, fairy tale dogma.  Horrible, horrible book.  Will look nice when it's burnt to a crisp, however"
0451207092:nothing_new:madalyn_fliesler,468704,0451207092,"Catspeak:: How to Communicate with Cats by Learning Their Secret Language: Books: Bash Dibra,Elizabeth Randolph",books,books,6 of 6,2.0,Nothing New,"December 21, 2005",Madalyn Fliesler,,"This is a great book for someone who is getting a new cat or has a cat but doesn't understand him/her.
I was expecting some new information about a ""secret language"".  There was no mention of the latest research in feline behavior and the author describes training a cat like training a dog; so what's the ""secret""?
I agreed with almost everything in the book except the comment about cat owners who leave on a trip.  The author says that cats do not get lonely.  Well, that's wrong.  He also says that a cat will go to the home where the best food is served.  How does one explain cats who live with homeless street people?
The title was deceiving"
1932394699:was_not_impressed:neil_moomey,468935,1932394699,Ruby for Rails: Ruby Techniques for Rails Developers: Books: David Black,books,books,0 of 2,2.0,Was not impressed,"November 15, 2006",Neil Moomey,"Anchorage, AK United States",I was not impressed with this book.  It's worth reading only because there are so few Ruby on Rails books.  There is too much basic Ruby and not enough Rails in this book.  I much prefered the Agile Web Dev with Rails
0374236755:simplistic.:alexio,469088,0374236755,"Power to the People: How the Coming Energy Revolution Will Transform an Industry, Change Our Lives, and Maybe Even Save the Planet: Books: Vijay V. Vaitheeswaran",books,books,6 of 10,2.0,Simplistic.,"October 14, 2004",Alexio,"Tokyo, Japan","This book is for readers with little or no knowledge of recent debates on energy security, global warming, etc. as well as related technological advances in fields such as hydrogen and fuel cells. The author contributes little to previous books on the subject, such as Rikin's book on hydrogen which is much better researched and just as accesible to the general public. If anything, the book's original contribution is to discuss how energy and environmental issues can be addressed using market mechanisms. In doing so, the author comes up with some interesting case studies, but it's quite obvious he is biased toward the same tired free-market ideology that is endlessly promoted in the pages of The Economist, which happens to be the author's employer. Moreover, there was little effort in integrating the various chapters. Overall, a very disapointing book. The author should stick to journalism"
"0448157772:where's_the_story?:rebecca_""bookworm""",470194,0448157772,The Philadelphia experiment: Project invisibility : an account of a search for a secret Navy wartime project that may have succeeded--too well: Books: William L Moore,books,books,1 of 4,1.0,where's the story?,"July 8, 2006","Rebecca ""bookworm""","Boston, MA","I really thought I would be able to learn about the Philadelphia Project from this book, considering the title. However, the actual project doesn't make an appearence until the last chapter. The entire book focuses on ideas that may or may not have contributed to a project that may or may not have taken place.
This book was disappoiting to an extreme."
0739301985:not_my_type:tex,471191,0739301985,"Skipping Christmas (John Grishham): Books: John Grisham,Dennis Boutsikaris",books,books,1 of 3,2.0,Not My Type,"September 17, 2006",Tex,,"I have yet to read a true Grisham thriller, but I plan to in the near future.  Having said that, I have no idea how this compares, but I didn't really care for it.  It's cute and has a sort of slapstick humor that I couldn't get into.  I felt like I was reading a teen or children's book, and I don't like feeling so patronized when I read unless I knowingly pick up a picture book ready for the simplicity of a good message--even then, I don't usually feel patronized or ""written down to"".  It's simple writing and a simple plot.  It's lighthearted and thus a light read.  I imagine many people would enjoy it; I just couldn't get into it.  :o"
0881032476:only_read_half_of_it:scott_g,471228,0881032476,The Stranger: Books: Albert Camus,books,books,0 of 4,2.0,Only read half of it,"November 22, 2006",Scott G,"Vienna, Va","I picked this book up at my public library because I had put it on my reading list a while back when I saw that the President(!) of the United States George Bush read it while he was on vacation too.

I went to my local cofee place and got a MEDIUM regular cofee flavored cofee but in a LARGE cup (so theres room for plenty of milk which I like and also you only get charged for a medium even though its in a large).  Anyway I am reading this book and it seems okay but then this guy with a laptop bumps into my chair where I have rested my cofee which is not at all my fault because thats why the chair has a little ledge there.  So then this guy says he is sorry but that doesnt exactly unspil my cofee if you catch my meaning.  And he offers to pay for a new cofee but it doesnt really matter its the principle of the thing.

Anyway then he leaves and I notice my copy of the book has cofee spilled on it not just my pants as I thought previously.  So I'm not about to read a book with cofee stains all over it so I take it back to the library.

Now here I have to point out that I had a little incident a couple weeks back with the librarian and long story short they lost a book about a fireman that I returned and made me pay for it but not without a fight.  Well you better believe that same librarian who yelled at me is watching me now whenever I go in there and she sees that cofee stain right off when I turn the book in.  I explain that its still perfectly good and you can still read it and it wasnt even my fault and maybe they should get the $8.50 from the cofee house they made the cofee not me.

But you can guess how this ended up.  I am down another $8 dollars and change (I paid the .50 cents in pennies I got from the place I keep pennies in the car which got me a cross look since I counted them out one by one but it was worth it).  And I never finished the book since it was ruined.

But! I liked the parts I read ""okay"" and if the President likes it I guess it gets FOUR STARS only I made it TWO STARS because I only read half.  Maybe I will read the second half later if that librarian retires and then I will come back and give this book it's missing TWO STARS if it ends well.

Lesson learned is life is not always fair but you ""keep on keepin on"" like they say"
0060777060:worst_leonard_i've_read:bryan_jacobs,473324,0060777060,Be Cool: Books: Elmore Leonard,books,books,,2.0,Worst Leonard I've read,"May 14, 2006",Bryan Jacobs,"San Francisco, CA USA","This novel comes off like a high schooler wanting to write about the movie and music industries.  In between the entertainment biz cliches, the author can only think to put various assination hits.  some of the characters are interesting but not believable, and they  certainly can't make up for the braindead plot.  Read some of his other novels and skip this one"
0786262710:brutal_trip_to_the_arctic:richard_a._mitchell,473981,0786262710,Thorndike Adventure - Large Print - The Rope Eater (Thorndike Adventure - Large Print): Books: Ben Jones,books,books,2 of 4,2.0,Brutal Trip to the Arctic,"May 30, 2005",Richard A. Mitchell,"candia, new hampshire United States","This is a first person account of a trip to the arctic in the 1860's narrated by a Civil War deserter.  Within the first few pages, our hero enlists, pilfers letters off battlefield corpses, deserts, is injured in NYC draft riots, ends up in New Bedford, MA and signs up on a sailing ship without ryhme or reason or knowing where it was going.  The book was downhill from there.

Page after page described ice and the crew's interminable struggles to get through.  Getting through the book was nearly as interminable.

The reader never gets to know the narrator enough to empathize with him, or really understand him at all.  Thus, his struggles ring hollow and he evokes no sympathy during his struggles.

There are elements of fantasy in the book.  Not enough to make it a fantasy, but enough to steer a reader off course.  The scientist on the mission is after a warm Garden of Eden in the middle of the Arctic.  He is mad or it's fantasy, it is hard to know until the end.  There is a fantasy interlude when a character who has three hands (the most likeable character in the book) describes how he got his third hand.  From that yarn comes the title ""Rope Eater"".  The title really has nothing to do with the book, other than rope eaters and the crew members suffered pain.

Besides the tedious turning of the plot, the characters lack any development.  Only the three handed man and the captain, both tangential characters, had any depth whatsoever.

This book seemed to be an attempt at adventure, but not enough happened between the interminable accounts of ice to build much tension.  It never developed the aspect of the deterioration of the characters - mentally and physically - it just happened.  Although the reader knew the characters must be suffering, it never came through the over-writing.

As one might expect, the crew's mission to find the warm Garden of Eden in the arctic was pointless.  So was this book.  It was a disappointment."
0471109460:outdated:yanki_tansug,474282,0471109460,Building a Mail Order Business: A Complete Manual for Success (Building a Mail Order Business): Books: William A.  PhD Cohen,books,books,5 of 7,2.0,Outdated,"February 2, 2003",Yanki Tansug,"Istanbul, Turkey",This book is outdated for the 21st century. The basics are there and in great detail but most of the information is useless for today
0385335040:one_unused_to_dispose_of:graham_hamer,474487,0385335040,Turn of the Century: Books: Kurt Andersen,books,books,12 of 20,1.0,One unused to dispose of,"August 13, 2001",Graham Hamer,ACHERES France,"Turn of the century continues to serve a most useful purpose, months after I gave up on it. I have a door that rattles if it's not wedged open and T-o-C is just big enough and heavy enough to do the job on its own. I struggled, oh how I struggled to try and even begin to understand some of the characters. I stirred the pages wildly while I waited for the plot to thicken. I fought against closing eyelids while the book became heavier and heavier. I searched my abridged guide to good grammar to see if I had missed a couple of chapters explaining that sentences after all don't need a subject, a verb and an object - or even a permutation of two out of three. I left it on the front doorstep hoping somebody would steal it. I offered it to my  neighbor so he could jack up his car. I considered lighting the fire with it. I wondered whether, if I took just a few pages a day, I could eat it and get rid of the evidence. I offered it to my mother-in-law for Christmas. I took it scuba diving with me instead of a weight belt. And then, eventually, voila! The rattling door! What a fine tome T-o-C is. Another few hundred pages [...] and I could have used it as a sea anchor for the Titanic"
"0375432302:lch:wareagle_""lch""",474706,0375432302,The Da Vinci Code: Books: Dan Brown,books,books,,1.0,lch,"November 19, 2006","WarEagle ""lch""",USA,"So this page-turning thriller was on the best-selling list for a gazillion months and put Catholic and fellow Christian faithful in a defensive uproar. I'm fairly well read and, yes, I've earned a few bucks with my prose. I'm also a sucker for historic tales, ancient folklore, mythology and Old Testament characters who lived for 800 years and begat like rabbits. OK, I decided, now that it's in paperback, I'll give it a read. What I concluded was this: Those who found The Da Vinci Code an affront to their faith could have could have ended the argument before it reached the level of theological debate by countering that Brown's work is a literary steaming pile. I read page after page, waiting for the moment when I would start to give a rat's ass about The Da Vinci Code's protagonists. What a bunch of twits. Langdon is a leading authority in the obscure field of symbology (I don't know if I spelled that right, but I'm not about to go back in that book and check it). Apparently, there are enough people in the world who crave more symbology that Langdon's books sell better than Brown's, entitling him to the academia equivalent of rock start status. Sophie is effectively portrayed as a cuddly French chick who's easy on the eyes -- someone a man might make a hit on before the first 300 pages if he wasn't a dipwad like Landgon. She's got some inner deamons that make her interesting enough, but she's been isolated from folks like you and me in a cradle of artsy culture so high-falluting most French probably couldn't tolerate it. And then they hook up with that insufferable aristocratic British snob Teabing. From cradle to some approptiately haught estate near (but, of course) Versaille, this memeber of the Royal Lucky Sperm Club has never had to lift a finger to earn buck or a pound or a Euro. So he's been free to pursue his fascination with Bigfoot rumors about how the Priory of Sion, Opus Dei and those cool Holy Grail Knights from the third Indiana Jones movie have contrived through the centuries to keep the lid on damning evidence that Jesus made a baby girl and God had originally intended women to be in charge of everything. Or something like that. Oh, I forgot, Teabing's crippled so I should feel bad about talking bad about him. Anyway, this trio of prententious intellectual clods sit around do what pretentious intellectual clods do -- make lofty, self-affirmed pronouncments about how the world's going to turn upside down when this cat gets out of the bag. The point is that these characters aren't very approachable and Brown does little to convince me that this secret will destroy Christian faith as we know it. Hell, it's been more than 100 years since Darwin presented pretty clear evidence for evolution, yet the Christian faithtul still pack churches around world. But back to how bad this book is. Trite doesn't begin to describe some of the wincing turns of phrase. I would give you some examples but, like I said, I'm not going back in there. One of the more laughable scenes of upper-crust idiocy occurs when Langdon and Sophie meet up with Teabing in his metrosexual parlor. By now, Sophie and Langdon have somehow eluded the grasp of professional killers several times, been on the run and are exhausted. With a straight face, Brown describes how Sophie's delirium is sated by a spot of tea and her hunger is satisfied by... crumpets. Yes, crumpets. Hell, Teabing, shut up about your conspiracy theories, roust your beligernet butler and have him fix these people something to eat. Offer Langdon a stiff drink. I sure needed one at this point. By now I'm pulling for the albino. Then they escape the jaws of death yet again and, naturally, high-tail it to England on Teabing's private jet. I hoped maybe Teabow would turn back upon discovering he'd left his Grey Poupon behind. I stopped reading it about 30 pages later when it became clear that the Albino wasn't going to get a chance to wack any of these intrepid protagonists. I don't know how it ends. I don't care. However, there were plenty enough nuggets of research on the subject to entice me into watching a few nice documentaries laying out this whole conspiracy on the History Channel and Discovery. Who knows? You might like it. This is just my opinion"
0813335884:mr._shirley_was_wise_to_use_a_nom_de_plum_with_this_garbage:edward_w._jawer,476528,0813335884,Know Thine Enemy: A Spy's Journey into Revolutionary Iran: Books: Edward Shirly,books,books,10 of 23,1.0,Mr. Shirley was wise to use a nom de plum with this Garbage,"October 10, 1999",Edward W. Jawer,"WYNCOTE, PA USA","Mr. Shirley sneaks into Iran, hiding in the box of a truck, where he should have stayed.  He spends 3 or 4 days in Iran, most of it trying not to be seen.  He walks around for a few hours. He speaks to 3 or 4  truckdrivers, 2 or 3 shopkeepers, and a few assorted others, from which he  assembles a complete picture and understanding of the Political and Social  infrastructure of Iran.  Along the way he explains, on just about every  other page, how the CIA is a complete failure in every facet of it's  existence, how all the career people in it's employ are arrogant idiots who  are devoid of all compassion and intellect.  He explains each of the Cia's  mistakes, along with his explanation of what they ought to have done. He  is, of course, ex CIA himself, having left it because no one there  understood anything about anything"
0312353723:prison_life_seems_to_have_ruined_archer:dan_cormier,476559,0312353723,False Impression: Books: Jeffrey Archer,books,books,6 of 11,1.0,Prison life seems to have ruined Archer,"July 7, 2006",Dan Cormier,,"A favourite writer goes to prison, keeps a diary which proves to be an enjoyable read, then, upon his release, writes the worst book of his career. The concept of the book is good, as is the idea to blend the characters into the 9-11 tragedy. The first 20 pages flow with typical Archer style. Then the characters begin to make a series of continuously irrational decisions.

My personnal favourite is when 2 characters independantly consider driving either to Canada or Mexico in order to fly to Europe during the 9-11 grounding of air traffic. The idea that New Yorkers wouldn't know that Montreal is the nearest international airport seem laughable. While there is a direct highway to Montreal, Archer sends the main character to Toronto which reqires a least 6 different highway changes, is in the wrong direction and nearly twice the drive. Once at the border, the border patrol guard turns out to be a world class art historian who apparantly doesn't know that McGill University is in Montreal not Toronto as is claimed by our hero. The guard then remarks that he will ""meet"" a collegue of the hero when that peron travels up to the conference. The idea that only one border guard is working the dozens of eastern US/Canadian border crossings, with multi-lane checkpoints 24/7 is simply the work of a mind out of touch with reality.

Its fine to change details to enhance the plot and structure of a story, but there is simply no benefit to this sillyness.

Dan Cormie"
"158820801X:where's_the_dark_magick:l._gardner_""laery_lefae""",477899,158820801X,Out of the Shadows: An Exploration of Dark Paganism and Magick: Books: John J. Coughlin,books,books,1 of 7,2.0,Where's the Dark Magick,"January 4, 2006","L. Gardner ""Laery LeFae""","Tularosa, NM","I might have been expecting too much, but I was disappointed with this book. I did not learn anything on Dark Magick per se. The first half of the book is about a variety of subjects like, Goths, Vampires, Lost Souls, the Collective Unconscious, Dark Deities, Satanism and some other stuff. The second half is about Magick, but it sounds more like High Magick to me. Where's the Dark Magick"
0394504577:_the_aggressive_conservative_investor:r._m._jack,478065,0394504577,The Aggressive Conservative Investor: Books: Martin J. Whitman,books,books,13 of 17,2.0,The Aggressive Conservative Investor,"March 19, 2006",R. M. Jack,,This book disappointed me after reading Martins letters. Although this book provides a very different angle on value investing and has some useful ideas the writing style is poor and lacks clarity. There are much better books on analysing companies I suggest Financial Statement Analysis by Martin Fridson and Fernando Alvarez.
"1561586277:small_houses_for_rich_people:michael_chesser_""musical_novato""",480569,1561586277,The Not So Big House Collection (Susanka): Books: Sarah Susanka,books,books,86 of 120,2.0,Small houses for rich people,"June 24, 2003","Michael Chesser ""musical novato""","AIKEN, SC United States","I thought this book was supposed to help you construct a very useful and pretty small house on a budget.  I was wrong.  Instead, it is about not too big houses where you spend tens of thousands, if not hundreds of thousands, on all kinds of architectural extravagances.  Perhaps this book could have a subtitle:  How to spend a million dollars on a 1,500 square foot house.  If you are looking to build a house efficiently and cheaply, this is the wrong book"
0439416604:hmmm:paul_destefano,481193,0439416604,The Game of Sunken Places: Books: M.T. Anderson,books,books,1 of 18,2.0,Hmmm,"May 23, 2005",Paul Destefano,"Boston, MA","I see where this would be appealing to sum. I just never ""got it"".  Oh well."
