unique_id/0,unique_id/1,asin,product_name,product_type/0,product_type/1,helpful,rating,title,date,reviewer,reviewer_location,review_text
1885119690:revolution_nearly_lost_in_brooklyn!:roger_kennedy,,1885119690,"The Battle of Brooklyn, 1776: Books: Gallagher,John J. Gallagher",books,,1 of 1,4.0,Revolution Nearly Lost in Brooklyn!,"January 9, 2007",Roger Kennedy,"New York, NY United States","Having read this book as well as Barnet Schacter's on New York during the Revolution, both works I find are flawed in different ways.  The likeable thing about Gallagher is that he manages to convey the story in less than half the time.  The hard thing to realize about the battle of Brooklyn is that it really wasn't much of a battle.  The author here makes some grandoise statements about a new age of citizen warfare being ushered in with the advent of this battle.  If that is so then the complete defeat of Washy's army bodes ill for that development!

Gallagher is on better ground when he provides a nice overall of tactics and warfare in the 18th century.  He gives a good account of training and recruitment in both armies.  One of the more interesting things he mentions is that due to the two-rank line used by both sides in the Revolutionary War, casualties from musketry and artillery tended to be light.  This is an interesting point, and one not brought out by many historians of the period.  In europe stronger lines of 3 and sometimes 4 ranks were employed, which provided greater strength, but also more density.  Hence increased loss from fire.  A point well worth considering when looking at the battles of the Revolution.  Most historians miss this completely, or are not interested in it.

Gallagher provides more of a military history in general on this subject, but he does waste a lot of time with preleminaries.  More than half of the book is spent providing the standard background for the causes of the Revolution, etc.  While certainly required for the general reader; when a book is as short as this one is it seems almost pointless.  When we get down to the battle itself Gallagher gives us not much more than Schacter does.  The British flank march completely compromises Washy's position, the outlying forces are swept away clear and simple.  The confusion of command between Putnam and Sullivan no doubt made a bad situation worse.  Washy's complete lack of strategic perspective shows up totally here.  The defense of Brooklyn, much less Manhatten itself was a foregoon conclusion.  Washy was mad to consider defending Brooklyn, much less manhatten in the first place.  He committed his ill-trained army to an impossible task.  That he did not lose completely was due more to how the British under Howe chose to wage their campaign.

Most American authors try to put a bright light on what is essnetially a dark canvas.  At Brooklyn the Americans ran.  Period.  A few units stood their ground, in particular the Marylanders, but no one else really did.  The reason why American losses were not greater was because they did run.  Some authors try to say that British losses in killed and wounded were greater than Americans at this battle. This is true partly because the British had to attack some strong positions that held for a time until pireced by the assault.  British losses were often greater in this regard because Americans usually ran once the British bayonet began to strike home.  Still, of the 1,000+ casualities sustained by the Americans here, more than most US historians care to admit fell to British musketry and bayonets. The British loss was still well below 400.  As the great Maurice de Saxe said in his memoirs of warfare in this period, more of the enemy can usually be despatched when he runs as opposed to when he stands.  To reserve fire until the enemy line breaks was considered the most effective tactic of this period.  In that respect many dozens of rebels must have been shot down as they ran before British bayonets.

Gallagher provides some understanding why the British did not storm the heights right away.  This has often been one of the major criticisms of Howe's victory.  Why didn't he follow up?  After marching all night to outflank the Americans, the British were disorganized, and tired.  They had also foght a running battle with a fleeing enemy.  Howe did not believe his army was in any condition to storm Brooklyn heights, memory of Bunker Hill or no.  Of course this does not explain why it was not done the following day.  If we look more closely at Howe's position we can perhaps explain his rationale.  His commission was both a general and peacemaker.  He wanted to convince the rebels to come back into the royal fold.  He could best do this by showing how futile their resistence to the crown was.  To have destroyed Washy's army in Brooklyn would have been gratuitous, excessive.  Such loss of blood would have defeated the purpose in mind.  In restrospect it is easy to find fault with this strategy, and it would prove to be the only chance the British really had to crush the Revolution in its infancy.

The battle of Brooklyn needs to be looked at from several perspectives.  Gallagher gives us a good start, but I think a more comprehensive work still needs to address all the issues here."
"0345419987:don't_let_the_title_fool_you!:k._tobias_""kent.""",,0345419987,5-Day Miracle Diet: Books: Adele Puhn,books,,8 of 8,5.0,Don't Let the Title Fool You!,"April 18, 2003","K. Tobias ""KenT.""","Seattle, WA  USA","This is NOT a fad diet. This is a simple, straighforward and helpful guide on HOW TO EAT. Puhn's style is friendly and upfront. I read this book over two years ago, and my eating habits will never be as random and damaging as they used to be, because the principles described are EASY to implement. GREAT BOOK"
"086171072X:source_material_for_buddhism:lawrence_s._taylor_""noitalfed""",,086171072X,The Middle Length Discourses of the Buddha: A Translation of the Majjhima Nikaya (Teachings of the Buddha): Books: Bhikkhu Nanamoli,books,,8 of 8,5.0,Source material for Buddhism,"June 22, 2005","Lawrence S. Taylor ""noitalfed""","Miami Beach, Florida","This volume contains 152 middle length sutras which are mainly sermons to monks on buddhist practices.  Having compared the Pali original with the translation of about 12 Sutras I would give it a high fidelity rating.  The appendix contains extensive notes which discuss the text from the viewpoint of the Theravada commentaries.  A must read for those who want to learn or study using original source material and do not read Pali.  The introduction contains valuable material on Buddhism by a Bhikkhu long ""gone-forth""."
1886947317:golden_age_of_golf:kenneth_bakst,,1886947317,The Golden Age of Golf Design: Books: Geoff Shackelford,books,,6 of 6,5.0,Golden Age of Golf,"December 25, 1999",Kenneth Bakst,USA,"A must have for anybody interested in golf course architecture.  As great as Pebble Beach is today, you'll wonder why it was ever changed after seeing the old photos of it following Chandler Egan's work in 1929!  Buy  this beautiful book and you won't be disappointed"
1883011671:nice_hardback_anthology_of_great_noir_fiction.:mirasreviews,,1883011671,"Complete Novels: Red Harvest / The Dain Curse / The Maltese Falcon / The Glass Key / The Thin Man (Library of America): Books: Dashiell Hammett,Steven Marcus",books,,23 of 24,5.0,Nice Hardback Anthology of Great Noir Fiction.,"July 23, 2004",mirasreviews,"McLean, VA USA","This is a nice compact hardback edition of Dashiell Hammett's five novels, which he wrote between 1929 and 1934. A veteran of Pinkerton detective agency in several cities, Hammett turned his intimate familiarity with crooks, low-lives, and the seedier side of life into hard-boiled, hard-hitting detective stories. This was a time when urban corruption was the rule, and private detectives, journalists, and police officers shared information. Two of these novels, andquot;The Maltese Falconandquot; and andquot;The Glass Keyandquot; are American classics. Another, andquot;The Thin Manandquot;, inspired one of Hollywood's best-loved movie franchises. Hammett's novels lift the veil of propriety from the subcultures in which they take place, laying bare violence, corruption, and pervasive cynicism. But they're not dreary. The sharp prose crackles, and the heroes stand apart from the corruption while swimming in it, steadfast in their own codes of conduct, their iconoclastic ideologies rooted securely in realism. These five novels all appeared as serials in magazines prior to being published as novels. andquot;The Thin Manandquot; appeared first in andquot;Redbookandquot;, the others in andquot;Black Maskandquot;.

 andquot;The Maltese Falconandquot; (1930) and andquot;The Glass Keyandquot; (1931) are flawless. andquot;The Maltese Falconandquot; features private detective Sam Spade, a irresistible femme fatale, and the ruthless pursuit of an ancient gold statuette. The last pages of the book are some of the most hard-hitting and cynical in all of noir fiction. And they're brilliant. andquot;The Glass Keyandquot; explores political corruption that leads to personal tragedy in an unnamed American city. Oddly, the detective is the right-hand man of a crime boss. andquot;Red Harvestandquot; (1929) features the adventures of Hammett's most popular detective, the Continental Op, in a town called Personville, or Poisonville to those who know it better. The always unnamed detective for the Continental Detective Agency finds himself responsible for cleaning up a mining town that is ruled by violence and mob warfare. The novel's opening paragraph deserves to be read several times. andquot;The Thin Manandquot; (1934) is an attempt at humor among New York's blue-blooded, cold-blooded upper crust. Hard-boiled humor is interesting in concept. But I find the characters in this novel more pitiful than funny, and Hammett's style was in decline at this point. At least his characteristic cynicism wasn't. andquot;The Dain Curseandquot; (1929) is another Continental Op novel. This one is melodramatic, absurd, and not up to Hammett's usual standards. Hammett fans shouldn't miss it, but others may find it pointless. I described the novels in order of descending quality. andquot;Complete Novelsandquot; organizes them chronologically.

 Five novels is a lot to pack into one book. But andquot;Complete Novelsandquot; doesn't resemble a door stop. It's a handy size actually. The print is not too small, but the pages are quite thin. Editor Stanley Marcus, a literary critic and frequent admirer of Hammett's work, has included a Chronology of Hammett's life and several pages of notes on the novels in the back of the book. The chronology is informative and provides all of the apparently significant events in Hammett's life. The notes are mostly definitions of colloquialisms used in the novels, which are useful. The notes also contain an introduction to andquot;The Maltese Falconandquot;, written by Hammett in 1934, in which he explains the origins of that novel's characters. It's quite interesting. For those who prefer to own these novels separately, Vintage Crime/Black Lizard hs published some handsome trade paperback editions. But if you want hardback and don't mind all five novels in one volume, this is quite a nice book"
1432609718:must_read_classic_for_children_of_all_ages:,,1432609718,The Dark Frigate: Books: Charles Boardman Hawes,books,,4 of 4,5.0,Must read classic for children of all ages,"January 16, 1998",,,"Originally published in the early 1900's, this book is an excellent resource for teaching young men about being their own self in a society that is trying to mold them into another copy.  High adventure on the high seas.  This book is impossible to put down. 75 years ago this was my grandmother's favorite book.  Now it is mine"
0805208984:eye_opening:m._j._keel,,0805208984,Crusades Through Arab Eyes: Books: Amin Maalouf,books,,3 of 3,4.0,Eye opening,"November 26, 2006",M. J. Keel,"Hanna City, IL","As a former history major and teacher I am very familiar with the history of the Crusades from the Western point of view.  They have been portrayed in literature, movies, and history.  They have been glamorized and vilified by Westerners for centuries.  Reading Amin Maalouf's rendering of this familiar story from the view-point of Arab chroniclers was like looking through Alice's looking glass at a world that is backwards from the one we know.  Here we don't have just Crusaders, advernturers, or even the evil conquerors that deconstructionists portray, but invaders, barbarians, and enemies of God Himself.

This book is a must read for everyone who is concerned about events in the Middle East today.  It sheds light on a crucial time in history that affects the psyche of Muslims who are living right now.  Especially helpful is the epilogue in which Maalouf explains how the collective memory of the Crusades colors the way many Middle-easterners see the West.  It is not riveting, but very readable considering it is a translation.  I enjoyed it and learned a lot"
0833508326:an_enteresting_book_a_book_about_a_10yr._old_boy_in_the_canadian_wilderness:,,0833508326,Hatchet: Books: Gary Paulsen,books,,1 of 1,5.0,An Enteresting Book A Book About A 10yr. Old Boy In The Canadian Wilderness,"April 20, 2007",,,"""I have shooting pains in my upper left arm."" Said the pilot to Brian.  Brian is the main character in the book Hatchet. This book would be for someone who likes survival in the wilderness or even just survival. I like this book because I am into this type of writing. I think Gary Paulson is a very intelegant man because.....who could have thought of a book about a boy who his plain crashes into the Canadian Wilderness and.............Do you think he survived the wilderness?.........HE DOES SURVIVE THE WILDERNESS!
					Submitted by: Peanut!"
0395740479:a_field_guide_to_the_birds_of_eastern_and_central_north_america:gail,,0395740479,"A Field Guide to the Birds of Eastern and Central North America: Books: Virginia Marie Peterson,Roger Tory Peterson",books,,2 of 2,5.0,A Field Guide to the Birds of eastern and Central North America,"January 11, 2007",Gail,Minnesota United States,"I ordered several of these for gifts for my family.  It is one of the ""forever"" books to keep for the rest of your life."
"1887299211:my_first_introduction_to_magnet_therapy:leni_cowling_""looking_for_wisdom""",,1887299211,"Magnet Therapy : An Alternative Medicine Definitive Guide: Books: William H. Philpott,Dwight K. Kalita,Burton Goldberg",books,,0 of 4,4.0,my first introduction to magnet therapy,"August 31, 2006","Leni Cowling ""looking for wisdom""","Bellaire, MIchigan",I did enjoy this book as it was my first introduction to magnet therapy.  This is a topic that I intend to explore much further too.  It was very helpful and gave good information
0670059145:have_many_of_ellen_datlows'_books:mrsg00dytw0sh0es,,0670059145,"The Faery Reel: Tales From the Twilight Realm: Books: Terri Windling,Ellen Datlow",books,,3 of 4,5.0,Have many of Ellen Datlows' books,"August 24, 2005",MrsG00dyTw0Sh0es,New Jersey/New York,"There is not one book this woman has been involved in that i didn't like so far.
Many stories you will find in her book have different personalities, which i find refreshing.
She has been involved in many science fiction projects and when i go to pick up a book with her name on it.....I know there will be something, if not everything, i will enjoy in that book.
There should be no question when you see a book with her name on it, that you should open that book and read a while"
"0805210601:the_sunflower:m._cotty_""peacemaker""",,0805210601,The Sunflower: On the Possibilities and Limits of Forgiveness (Newly Expanded Paperback Edition): Books: Simon Wiesenthal,books,,,5.0,The Sunflower,"February 18, 2007","M. Cotty ""peacemaker""",,"This book focuses on a cogent question by way of a true story and invites response from all sorts of people with pertinent experience, providing biographies of these respondents. The topic is forgiveness. I found the analysis by Dennis Prager, an L.A. talk show host, the most understanding of Christian/Jewish outlooks and Jose Hobday's perhaps the best of the Christian contributions. I am eager to discuss it with members of my theology group."
0312359950:my_kids_love_these_toys!!!:silke_uras,,0312359950,Dream Toys: A Collection of Knit and Crochet Fantastical Toys: Books: Claire Garland,books,,6 of 6,5.0,my kids love these toys!!!,"December 11, 2006",Silke Uras,"bamberg, germany","i dont agree with the previous reviewer at all. my kids love everything in this book and if i find enough time i want to make every single toy. they are not scary looking at all. if you like knitted babes by claire garland, you ll love this one.

there are 5 themes in this book:
enchanted land: Princess and castle
fairy dream: fairy and baby, flower pillow, unicorn
wild trail: cowboy and mustang
set to sea: pirate and ratty, dinghy
magical waterworld: Mermaid, fish, seahorse and crab, dolphin

there are also pages on knitting, crochet and stitching basics.
this is probably not a book for a beginner, but if have some experience you ll want to get your needles, hooks and yarn and just get going.
i can only recommend this one. 5 stars!!!"
0867195126:breathtaking!:ryan_mcculloch,,0867195126,The World of Chick?: Books: Robert B. Fowler,books,,12 of 16,5.0,Breathtaking!,"October 31, 2001",Ryan McCulloch,"Pittston Twp., PA United States","An amazing resource to the odd world of Chick collecting.  Mr. Fowler has crafted an exhausting, almost overwhelming guide to all of Chick's works and articles about him.  Everything is cross-referenced to the point of where the reader is nearly overwhelmed with information.  Minute details of publishing histories and changes to individual tracts are documented down to the smallest letter.  The book (presented in a distinctive computer printout style, possibly due to its origins as a self-published work) is packed with charts of pricing info and catalog numbers.  But even casual Chick fans will enjoy the andquot;History of the Worldandquot; segment, which ties all of Jack's wild theories into a cohesive narrative, and a segment devoted entirely to fun trivia (there's a list of every instance of the term andquot;hawandquot; for instance).  Each tract and comic is described, and info is given on various parodies and rip-offs.  This is a must for all Chick fans (both andquot;savedandquot; and otherwise)"
0613000501:lots_of_shapes_and_great_dr._seuss_rhymes_in_this_sturdy_board_book.__:pam_t,,0613000501,The Shape of Me and Other Stuff (Bright and Early Books for Beginning Beginners): Books: Dr. Seuss,books,,,5.0,Lots of shapes and great Dr. Seuss rhymes in this sturdy board book.,"January 2, 2006",Pam T,Northern Virginia,"Although everything is shown in silhouette, there is plenty of color and action and my kids (boy and girl; now 3 and 5) have always like it.  There are herds of elephants, steaming machines, flowers, critters and more.

As the first spotlight reviewer did a good job of summarizing the assortment of critters and things that one can find I won't say more.

But in regards to the use of silhouettes instead of pictures or detailed line drawings at least one reviewer has said that they didn't like them.   But I think they miss the point.  The book is about *shapes* and how much you *can* identify without the `advantage' of a detailed picture.  And looking at the silhouette and identifying the item/creature is part and parcel of the mental exercise, just like the rhythm and rhyme of the story.  If you used pictures you'd hardly learn anything about `shapes' would you.

No, the use of shadows is just right for exercising young minds.  For reaching for that Aristotelian abstract (LOL) of what is `skunk'.   And it is amazing how even the littlest of people can tell a skunk from a cat even with Seuss' odd artwork.

Five Stars.  19 pages of fun for boys and girls.  This sturdy boardbook is a good read-aloud that stretches the imagination"
"1931841691:an_outstanding_book_for_anyone_into_game_development:justin_silverstein_""asfsaf""",,1931841691,Game Programming Tricks of the Trade (The Premier Press Game Development Series): Books: Lorenzo Phillips,books,,0 of 1,5.0,An outstanding book for anyone into game development,"October 3, 2002","Justin Silverstein ""asfsaf""","Northport, NY United States","I've been doing game dev for a number of years now, and it's like a breath of fresh air to come upon a book like this. Clearly written, well organized, and a breeze to read through! My thanks goes out to each and every one of the authors who contributed to this invaluable tome.  I'd give this thing six stars if I could. You will not regret buying this book!!"
"0312243359:shocking_but_real:melinda_applegate_""avid_reader""",,0312243359,We Wish to Inform You That Tomorrow We Will be Killed With Our Families: Stories from Rwanda: Books: Philip Gourevitch,books,,0 of 1,5.0,Shocking But Real,"November 6, 2006","Melinda Applegate ""Avid Reader""","San Diego, California United States",Excellent book - telling a shocking but real story of genocide on an unbelievable scale.
059020307X:abstract_delight_in_the_farmyard:d._lowery,,059020307X,Barnyard Banter: Books: Denise Fleming,books,,3 of 3,5.0,abstract delight in the farmyard,"June 20, 2001",D. Lowery,"San Ramon, CA United States","I love this book--it's beautiful. This book is a delightful romp through the farmyard, with goose leading the way across the pages as she chases a butterfly, causing the ruckus with all the animals. The abstract artwork truly appeals to adults and, therefore, may be too difficult for very young children to comprehend: the pigs in the muck, the kittens in the hayloft, the pigeons in the rafters all might be a little tough for a baby to distinguish. But a parent rereading the book several times in a row will appreciate seeing Fleming's gorgeous art each time. My nine-month-old son reacts to the colors with glee and my imitations of the animals with laughter--this is definitely one of his favorites. I highly recommend this book"
0156155826:a_very_nice_book_for_andquot;catsandquot;_fans:atlanta_network_guy,,0156155826,Cats: The Book of the Musical: Books: T. S. Eliot,books,,2 of 3,5.0,A very nice book for andquot;CATSandquot; fans,"June 6, 2001",Atlanta Network Guy,"Atlanta, GA United States","If you saw the show and liked it enough that you want a book of lyrics and cast photographs, then this is a book you want.  If you haven't seen or didn't like the show, I can't imagine why you would want this"
"0786195916:""hogan_knows""_--_this_book_is_a_winner!!!:l._charles_wimer_iii",,0786195916,"A Mulligan for Bobby Jobe: Books: Robert Cullen,Patrick Cullen",books,,3 of 3,5.0,"""HOGAN KNOWS"" -- THIS BOOK IS A WINNER!!!","February 4, 2002",L. Charles Wimer III,"Coatesville, PA United States","I'll be honest, I don't like fiction books.  But I've got to tell you, A Mulligan for Bobby Jobe has changed my mind.  Mr. Cullen adds so much detail that the reader comes away with a sense of actually being in touch with the cast of limited characters and the events taking place.  The twists and unpredictable turns make the book a truly unforgettable experience.  You don't need to be a golfer or a fan of golf to enjoy this novel.  Can lightning strike twice?  Absolutely"
0875484433:solid_work_by_one_of_the_top_minds_of_the_century:,,0875484433,"Philosophy of Logical Atomism (Open Court Classics): Books: Bertrand Russell,David Pears",books,,,4.0,Solid work by one of the top minds of the Century,"October 14, 1998",,,An excellent short introduction to the philosophy of logical atomism. The  lectures should be read along with Wittgenstein's Tractatus  Logico-Philosophicus. Russell's logical atomism differs significantly from  Wittgenstein's version of the theory but both share certain key features  which make the theory distinctive. Those who enjoy andquot;mathematical  Philosophyandquot; will not be disappointed
0748702555:shakespeare_made_easy:meagan,,0748702555,"Romeo and Juliet (Shakespeare Made Easy; Parallel Edition): Books: William Shakespeare,Alan Durand",books,,10 of 13,5.0,Shakespeare Made Easy,"June 29, 2002",Meagan,New York,I would recommend this book to anyone studying andquot;Romeo and Juliet.andquot;  I would have never made it through English class without this book
"0899665349:a_wonderful,_satirical_piece_of_fiction,_that_should_certainly_be_discovered_by_anyone_who_calls_themselves_an_austen_fan:erika_sorocco",,0899665349,Northhanger Abbey: Books: Jane Austen,books,,3 of 3,5.0,"A wonderful, satirical piece of fiction, that should certainly be discovered by anyone who calls themselves an Austen fan","April 14, 2006",Erika Sorocco,"Southern California, USA","Seventeen-year-old Catherine Morland has always been preoccupied with three very important things: dancing, dressing, and reading sensational novels. But doing these things won't get you a husband, or acquaint you with other young ladies, such as yourself. So, upon request from a neighbor, Catherine is invited to spend some time in Bath - a fashionable town, where Catherine will have the opportunity to interact with people of her own age and stature, who are not related to her. And that is where the naive Catherine meets up with the Thorpe family. Quickly becoming friends with Isabella Thorpe, Catherine begins spending much of her time with the illustrious, yet conniving family. And it is only when Catherine is rescued by Henry Tilney, along with his charming sister, Eleanor, and whisked off to their ancestral home, known only as Northanger Abbey. There, Catherine's choice of reading material - mysteries and ghost stories, that is - comes back to haunt her; for Northanger Abbey is victim to terrible noises in the night - such as creaking, and frightening winds, that leave Catherine feeling as if she is residing in a haunted place herself. The fact that the enormous house is filled with various locked doors, and a curious history only heightens young Catherine's suspicions, and makes her question what mystery and secrets are lurking within Northanger Abbey, and the Tilney family, in general.

Jane Austen has been a favorite of mine since I was very young, but it was not until this past weekend that I happened upon NORTHANGER ABBEY while browsing through the bookstore, and decided to purchase it. I will admit that, hands down, this has become one of my favorite Austen books. Catherine is an enchanting character, whose innocence, and naivete make her charming from beginning to end; while her overactive imagination leaves the reader chuckling in delight at the many crazy notions she creates within that bright head of hers. Catherine's interactions with Isabella Thorpe, and the rest of the Thorpe family are intrepid, and truly make you feel strong emotion towards those particular characters; while the charming Henry Tilney - like Mr. Darcy - makes you root for a romance to blossom between our dashing businessman, and our young heroine. A wonderful, satirical piece of fiction, that should certainly be discovered by anyone who calls themselves an Austen fan.

Erika Sorocco
Book Review Columnist for The Community Bugle Newspape"
0696208466:inspiring_photos:j._hanahan,,0696208466,"Signature Style: Creating Beautiful Interiors: Books: Traditional Home Books,Linda Hallam",books,,6 of 6,5.0,INSPIRING PHOTOS,"February 15, 2001",J. Hanahan,SC,I truly enjoyed the beautiful photos in this book.  Lots of ideas and details in the photos.  It would be hard for you NOT to pick up some ideas for your own home---just from looking at the photos. Well done
"0521655382:a_book_about_the_mind,_not_physics!:leonardo_motta",,0521655382,"The Large, the Small and the Human Mind: Books: Roger Penrose,Malcolm Longair",books,,12 of 15,5.0,"A book about the Mind, NOT PHYSICS!","November 25, 2000",Leonardo Motta,"New Haven, CT USA","I wrote this review because I felt that none of the reviews so far really got the main cause of this book. This is NOT a book about cosmology (as people would expect from Roger Penrose). In this tiny book, Penrose summarizes his idea that the mind cannot be understood by mathematical processes (something much different from the opinion of 99,99% of neurobiologists, such as Steven Pinker). This view is near to the Nobel laureate Murray Gell-Mann. The book is easy to understand and the ideas are very concise and its recommended for the ones that are interested in intelligence theories (thus, the author assumes that the reader know what a neuron is and how it works!). Some may think this is a difficult to understand book because they didn't had in mind that this book is about Penrose's point of view on intelligence. In fact, I'm not a physicist, nor a biologist, simply a high school student and I found the book very easy to understand, although I do not agree with Penrose's point of view. I think he forgot something very important. Read it and read the other point of view and you'll find what it is! :"
0812523342:another_hilarious_book:,,0812523342,Tom Sawyer Abroad (Tor Classics): Books: Mark Twain,books,,0 of 1,4.0,Another Hilarious Book,"July 9, 2005",,,"When Tom returns W/ Huck and Jim from thier crazy escapeds in HUCKLEBERRY FINN, he's the center of fame. But when it wears off Tom begins to hanker for a new adventure. He found it, all right. Trapped in a runaway balloon w/ a mad sceintist who wants to commit a glorious suicide isn't MY idea of a leisurely summer vacation, but it gets pretty funny"
"0262531216:a_""must""_for_pols_readers:b._ozcetin",,0262531216,"Civil Society and Political Theory (Studies in Contemporary German Social Thought): Books: Jean L. Cohen,Andrew Arato",books,,,5.0,"A ""Must"" for PolS Readers","April 20, 2007",B. Ozcetin,NYC,"An incredible task carried aout by two prominent researchers in the field. Arato and Cohen accomplished a great job in this work. The reader both will find a lucid theoretical evaluation of the concept of 'civil society' and will have a better understanding of twentieth century political philosophy. Also, the book does not only 'summarize' the basic arguments and debates about 'civil society'; but also offers a new understanding of our social and political world by their genuine model. As a researcher in the field I do really appreciate their effort and thank these two brilliant researchers for their fastidious and meticulous work."
0791081729:great_characterizations_of_children:m._gray,,0791081729,The Member of the Wedding (Bloom's Guides): Books: Harold Bloom,books,,5 of 6,5.0,Great characterizations of children,"February 2, 2005",M. Gray,Virginia,"Not many writers can characterize children realistically. Somehow a stylized silhouette emerges and the child fades in the background and the plot or adult characters take over the storyline and the children characters end up being nothing more than fluff. This is definately not one of those novels. Carson mcCullers writes almost with artistic persicion on her two most elaborate characters, F. Jasmine and John Henry West. I really cannot think of another story, maybe, A Good Man is Hard to Find, by Flannery O'Conner, where the writer can get inside the mind of a child; evoking their unique thoughts and feelings with a sense of ease. John Henry West is one of the most well rounded and well written children I have ever read, and that is a great homage to her writing ability.

*I first read this at ten, can see that age or older reading it. Will have a intense impact on a sensitive pre teen reader"
"0671576135:sharp_edges:k._hill_""lashone""",,0671576135,Sharp Edges: Books: Jayne Ann Krentz,books,,1 of 1,4.0,Sharp Edges,"September 15, 2003","K. Hill ""lashone""","Windsor, NC USA","For the first quarter of the book, I thought Eugenia was (to be polite) a witch. She slowly became likeable. All of poor Cyrus's choices in clothing were so tacky. The story had a good blend of romance and mystery. After reading this book and all the talk of glass, I have a serious interest in collecting glass art"
"037540886X:""_the_faster_we_are_forced_to_go,_the_slower_we_may_need_to_go"":shalom_freedman_""shalom_freedman""",,037540886X,Faster: Books: James Gleick,books,,0 of 1,4.0,""" The faster we are forced to go, the slower we may need to go""","May 1, 2006","Shalom Freedman ""Shalom Freedman""","Jerusalem,Israel","This book has a lot of insights about various ways in which the ' pace of life and learning' have since the Scientific Revolution accelerated. In other words it is a book which gives one much to think about.
The problem is that it also suggests that given the vast increase of information available to us, the vast increase in 'possible alternatives' for our attention, that we will probably have our minds moved away from the insights so rapidly as to not even absorb them.
The obvious reply to such an intense barrage upon our consciousness, is to withdraw. And when we withdraw and close out all that is accelerating around us, we begin to try and make a pace and story of our own within ourselves.
The faster we are forced to go, the slower we may need to go.
I think a companion volume , or perhaps a contradictory volume should be written on all those human activities which might be aided by our ' going slower in them'. And along with this volume should be advice and recommendation of how to keep out of our life these seemingly endless intrusions which disrupt our living by our own rhythm.
""Run slowly, slowly horses of the night"""
"0964164094:good,_but_not_the_best_out_there:acornman",,0964164094,Pharmaceutical Landing: How To Land The Pharmaceutical Sales Job You Want And Succeed In It!: Books: Frank A. Melfa,books,,12 of 12,4.0,"Good, but not the best out there","November 8, 2005",AcornMan,"Topeka, KS","After talking to several pharmaceutical reps I know, I decided to shoot for a sales rep job myself. This book gives some very good insight into what it takes to land a job in the industry, what kind of people you'll be dealing with, what the hiring pricess is like (with particular emphasis on the interviews), and then what the job is like for people who manage to get hired. I'm very glad that I took the time to read this book because, after finishing it, I realize that being a pharmaceutical sales rep sounds like one of the most horrible careers imaginable. Obviously this is simply my own opinion, and I know there are plenty of people out there who enjoy this kind of work, but nearly every single thing about it, from the superficial way applicants are screened, to the shameless pandering that sales reps must do on the job, sounds simply awful to me. If you are considering a career as a drug rep, you should definitely do your homework to make sure it's really something you would enjoy. This book may very well convince you that you would love it. If so, that's great, and I hope you are successful. But if this kind of work is not right for you, this book can be equally helpful because you'll find out by reading it what the job is really like.

There are a lot of books on this subject on the market right now, and although this one was helpful, I have to say that I think Insider's Guide to the World of Pharmaceutical Sales by Jane Williams is far more comprehensive and detailed than this one. If you only buy one book, definitely buy that one instead. But if you buy two books, Pharmaceutical Landing is a good second choice.

One more thing: There's some sweet irony about this book that I just have to report. The author goes to great lengths describing how he scrutinizes every single thing about job applicants, from their shoes to their body language. He also stresses well-written resumes and cover letters. One obvious piece of advice is that job applicants spell check everything before submitting it. Imagine my surprise, then, when on the very next page it says candidates should ""...right a short paragraph..."" about their job experiences. It seems to me that someone who is going to be as critical as this author is about job candidates ought to take the time to spell check his own book"
"1550374850:great_moral:__be_yourself.:cynthia_l._wheeler_""misalynn""",,1550374850,"Stephanie's Ponytail (Classic Munsch): Books: Robert N. Munsch,Michael Martchenko",books,,2 of 2,4.0,Great Moral:  Be yourself.,"February 12, 2006","Cynthia L. Wheeler ""misalynn""","Las Vegas, NV",I am a prekindergarten teacher. This book is a favorite of all of my students both boys and girls.  The story has an important moral that all children can learn from.  The moral is to be yourself and that you do not need to copy others.  Stephanie not only does her own thing but stands up for herself.  This story gives children the courage to stand up for themselves and to be an individual
